"ID","gene","pathway"
"8013","GRMZM5G883511","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"8014","GRMZM2G004138","suberin biosynthesis"
"8015","GRMZM2G004138","phenylpropanoid biosynthesis"
"8016","GRMZM2G004138","chlorogenic acid biosynthesis I"
"8017","GRMZM2G078480","brassinosteroid biosynthesis II"
"8018","GRMZM2G078480","colanic acid building blocks biosynthesis"
"8019","GRMZM2G078480","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8020","GRMZM2G078480","galactose degradation III"
"8021","GRMZM2G078480","galactose degradation I (Leloir pathway)"
"8022","GRMZM2G078480","stachyose degradation"
"8023","GRMZM2G078480","UDP-galactose biosynthesis"
"8024","GRMZM2G058095","mevalonate pathway I"
"8025","GRMZM2G147955","tetrapyrrole biosynthesis I"
"8026","GRMZM2G150356","superoxide radicals degradation"
"8027","GRMZM2G150356","ascorbate glutathione cycle"
"8028","GRMZM2G150356","ethanol degradation IV (peroxisomal)"
"8029","GRMZM2G150356","betanidin degradation"
"8030","GRMZM2G087312","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8031","GRMZM2G087312","aerobic respiration -- electron donor II"
"8032","GRMZM2G087312","NADNADH phosphorylation and dephosphorylation"
"8033","GRMZM2G102878","palmitate biosynthesis II (bacteria and plants)"
"8034","GRMZM2G102878","acyl-ACP thioesterase pathway"
"8035","GRMZM2G102878","palmitoleate biosynthesis II"
"8036","GRMZM2G102878","<i>cis<i>-vaccenate biosynthesis"
"8037","GRMZM5G866100","Calvin-Benson-Bassham cycle"
"8038","GRMZM5G866100","Rubisco shunt"
"8039","GRMZM5G866100","salvage pathways of pyrimidine ribonucleotides"
"8040","GRMZM5G866100","salvage pathways of pyrimidine ribonucleotides"
"8041","AC211164.5_FG004","betanidin degradation"
"8042","GRMZM2G178917","cyclopropane fatty acid (CFA) biosynthesis"
"8043","GRMZM2G178917","cyclopropane and cyclopropene fatty acid biosynthesis"
"8044","GRMZM2G703303","geranylgeranyldiphosphate biosynthesis"
"8045","GRMZM2G703303","nonaprenyl diphosphate biosynthesis III"
"8046","GRMZM2G473182","lysine biosynthesis VI"
"8047","GRMZM2G150541","brassinosteroid biosynthesis II"
"8048","GRMZM2G150541","colanic acid building blocks biosynthesis"
"8049","GRMZM2G150541","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8050","GRMZM2G150541","galactose degradation III"
"8051","GRMZM2G150541","galactose degradation I (Leloir pathway)"
"8052","GRMZM2G150541","stachyose degradation"
"8053","GRMZM2G150541","UDP-galactose biosynthesis"
"8054","GRMZM5G860226","acyl-CoA hydrolysis"
"8055","GRMZM5G808017","acyl-CoA hydrolysis"
"8056","GRMZM2G171561","betanidin degradation"
"8057","GRMZM2G171548","cytokinins-<i>O<i>-glucoside biosynthesis"
"8058","GRMZM2G171548","cytokinins-<i>O<i>-glucoside biosynthesis"
"8059","GRMZM2G022212","cytokinins-<i>O<i>-glucoside biosynthesis"
"8060","GRMZM2G022212","cytokinins-<i>O<i>-glucoside biosynthesis"
"8061","GRMZM2G079109","CDP-diacylglycerol biosynthesis II"
"8062","GRMZM2G079109","CDP-diacylglycerol biosynthesis I"
"8063","GRMZM2G079109","triacylglycerol biosynthesis"
"8064","AC199782.5_FG002","mevalonate pathway I"
"8065","GRMZM2G034471","leucopelargonidin and leucocyanidin biosynthesis"
"8066","GRMZM2G034471","flavonol biosynthesis"
"8067","GRMZM2G034471","leucodelphinidin biosynthesis"
"8068","GRMZM2G034471","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8069","GRMZM2G034471","luteolin biosynthesis"
"8070","GRMZM2G034471","luteolin biosynthesis"
"8071","GRMZM2G034471","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8072","GRMZM2G172826","IAA biosynthesis I"
"8073","GRMZM2G113618","IAA biosynthesis I"
"8074","GRMZM2G379577","homogalacturonan biosynthesis"
"8075","GRMZM2G365644","chlorophyllide <i>a<i> biosynthesis I"
"8076","GRMZM2G365644","heme biosynthesis from uroporphyrinogen-III I"
"8077","GRMZM2G002807","glycolysis III"
"8078","GRMZM2G002807","Calvin-Benson-Bassham cycle"
"8079","GRMZM2G002807","glycolysis I"
"8080","GRMZM2G002807","glycolysis IV (plant cytosol)"
"8081","GRMZM2G433847","phospholipases"
"8082","GRMZM2G573867","chorismate biosynthesis I"
"8083","GRMZM2G573867","3-dehydroquinate biosynthesis I"
"8084","GRMZM2G151122","lactose degradation III"
"8085","GRMZM2G108912","phospholipases"
"8086","GRMZM2G108912","choline biosynthesis III"
"8087","GRMZM2G158629","very long chain fatty acid biosynthesis"
"8088","GRMZM2G158629","fatty acid &beta;-oxidation IV (unsaturated even number)"
"8089","GRMZM2G117870","tRNA charging pathway"
"8090","GRMZM2G117870","tRNA charging pathway"
"8091","GRMZM2G117870","tRNA charging pathway"
"8092","GRMZM2G117870","tRNA charging pathway"
"8093","AC233910.1_FG005","colanic acid building blocks biosynthesis"
"8094","AC233910.1_FG005","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8095","AC233910.1_FG005","galactose degradation III"
"8096","AC233910.1_FG005","glycogen biosynthesis II (from UDP-D-Glucose)"
"8097","AC233910.1_FG005","sucrose degradation III"
"8098","AC233910.1_FG005","stachyose degradation"
"8099","AC233910.1_FG005","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"8100","AC233910.1_FG005","sucrose biosynthesis"
"8101","AC233910.1_FG005","galactose degradation III"
"8102","AC233910.1_FG005","stachyose degradation"
"8103","GRMZM5G819999","riboflavin biosynthesis I (plastidic)"
"8104","GRMZM5G887647","NAD biosynthesis I (from aspartate plastidic)"
"8105","GRMZM2G002851","tRNA charging pathway"
"8106","GRMZM2G081774","Nicotinate transport (Plasma membrane)"
"8107","GRMZM5G868679","phosphate acquisition"
"8108","GRMZM5G868679","phosphate utilization in cell wall regeneration"
"8109","GRMZM5G868679","NADNADH phosphorylation and dephosphorylation"
"8110","GRMZM2G062268","tRNA charging pathway"
"8111","GRMZM2G062268","tRNA charging pathway"
"8112","GRMZM2G135111","tRNA charging pathway"
"8113","GRMZM2G135111","tRNA charging pathway"
"8114","GRMZM5G834303","cytokinins-<i>O<i>-glucoside biosynthesis"
"8115","GRMZM5G834303","cytokinins-<i>O<i>-glucoside biosynthesis"
"8116","GRMZM2G385635","Calvin-Benson-Bassham cycle"
"8117","GRMZM2G385635","Rubisco shunt"
"8118","GRMZM2G385622","adenosine nucleotides <i>de novo<i> biosynthesis"
"8119","GRMZM2G172442","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8120","GRMZM2G172442","aerobic respiration -- electron donor II"
"8121","GRMZM2G172442","NADNADH phosphorylation and dephosphorylation"
"8122","GRMZM2G171628","adenosine nucleotides <i>de novo<i> biosynthesis"
"8123","GRMZM2G113794","flavonol glucosylation I"
"8124","GRMZM2G113794","flavonol glucosylation I"
"8125","GRMZM2G113794","flavonol glucosylation I"
"8126","GRMZM2G113794","cytokinins-<i>O<i>-glucoside biosynthesis"
"8127","GRMZM2G113794","cytokinins-<i>O<i>-glucoside biosynthesis"
"8128","GRMZM2G415973","flavonol glucosylation I"
"8129","GRMZM2G415973","flavonol glucosylation I"
"8130","GRMZM2G415973","flavonol glucosylation I"
"8131","GRMZM2G415973","cytokinins-<i>O<i>-glucoside biosynthesis"
"8132","GRMZM2G415973","cytokinins-<i>O<i>-glucoside biosynthesis"
"8133","GRMZM2G087254","sulfate reduction II (assimilatory)"
"8134","GRMZM2G336839","adenosine nucleotides <i>de novo<i> biosynthesis"
"8135","GRMZM2G429727","adenosine nucleotides <i>de novo<i> biosynthesis"
"8136","GRMZM2G426556","phospholipases"
"8137","GRMZM5G803981","starch degradation"
"8138","GRMZM2G163233","adenosine nucleotides <i>de novo<i> biosynthesis"
"8139","GRMZM2G367267","cellulose biosynthesis"
"8140","GRMZM2G408875","gluconeogenesis I"
"8141","GRMZM2G408875","superpathway of glyoxylate cycle"
"8142","GRMZM2G418415","serine racemization"
"8143","GRMZM2G060011","flavonoid biosynthesis"
"8144","GRMZM2G060011","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8145","GRMZM2G060011","pinobanksin biosynthesis"
"8146","GRMZM2G042660","phenylethanol biosynthesis"
"8147","GRMZM2G042660","putrescine degradation IV"
"8148","GRMZM2G327406","sulfate activation for sulfonation"
"8149","GRMZM2G113476","geranyl diphosphate biosynthesis"
"8150","GRMZM2G113476","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"8151","GRMZM2G039251","acetyl-CoA biosynthesis (from citrate)"
"8152","GRMZM2G039251","TCA cycle variation III (eukaryotic)"
"8153","GRMZM5G807835","folate transformations II (plants)"
"8154","AC194970.5_FG001","geranylgeranyldiphosphate biosynthesis"
"8155","AC194970.5_FG001","nonaprenyl diphosphate biosynthesis III"
"8156","GRMZM2G022242","flavonol glucosylation I"
"8157","GRMZM2G022242","anthocyanin biosynthesis (pelargonidin 3-O-glucoside cyanidin 3-O-glucoside)"
"8158","GRMZM2G022242","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8159","GRMZM2G022242","flavonol glucosylation I"
"8160","GRMZM2G022242","flavonol glucosylation I"
"8161","GRMZM2G022242","anthocyanin biosynthesis (pelargonidin 3-O-glucoside cyanidin 3-O-glucoside)"
"8162","GRMZM2G022242","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8163","GRMZM2G022242","cytokinins-<i>O<i>-glucoside biosynthesis"
"8164","GRMZM2G022242","cytokinins-<i>O<i>-glucoside biosynthesis"
"8165","GRMZM2G022242","anthocyanin biosynthesis (delphinidin 3-O-glucoside)"
"8166","GRMZM2G062156","glycolysis III"
"8167","GRMZM2G062156","glycolysis I"
"8168","GRMZM2G062156","glycolysis IV (plant cytosol)"
"8169","GRMZM2G105207","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8170","GRMZM2G105207","aerobic respiration -- electron donor II"
"8171","GRMZM2G105207","NADNADH phosphorylation and dephosphorylation"
"8172","GRMZM2G129575","chorismate biosynthesis I"
"8173","GRMZM2G454474","triacylglycerol degradation"
"8174","GRMZM2G376432","methylerythritol phosphate pathway"
"8175","GRMZM2G146292","adenosine nucleotides <i>de novo<i> biosynthesis"
"8176","GRMZM5G898684","tRNA charging pathway"
"8177","GRMZM2G339994","23-dihydroxybenzoate biosynthesis"
"8178","GRMZM5G849499","threonine biosynthesis from homoserine"
"8179","GRMZM5G849499","methionine biosynthesis II"
"8180","GRMZM5G830681","glycogen biosynthesis II (from UDP-D-Glucose)"
"8181","GRMZM5G830681","glycogen biosynthesis II (from UDP-D-Glucose)"
"8182","GRMZM2G101142","camptothecin biosynthesis"
"8183","GRMZM2G124335","fatty acid elongation -- saturated"
"8184","GRMZM2G124335","palmitate biosynthesis II (bacteria and plants)"
"8185","GRMZM2G124335","stearate biosynthesis II (plants)"
"8186","GRMZM2G148194","adenosine nucleotides degradation I"
"8187","GRMZM2G148194","purine nucleotides <i>de novo<i> biosynthesis II"
"8188","GRMZM2G148194","photorespiration"
"8189","GRMZM2G124963","ethylene biosynthesis from methionine"
"8190","GRMZM2G124963","alanine degradation II (to D-lactate)"
"8191","GRMZM2G124963","alanine biosynthesis II"
"8192","GRMZM2G124919","formate oxidation to CO<sub>2<sub>"
"8193","GRMZM2G169087","arginine degradation X (arginine monooxygenase pathway)"
"8194","GRMZM2G169087","IAA biosynthesis I"
"8195","GRMZM2G365160","chorismate biosynthesis I"
"8196","GRMZM2G365160","3-dehydroquinate biosynthesis I"
"8197","GRMZM5G805030","acyl-CoA hydrolysis"
"8198","GRMZM2G147196","adenosine nucleotides <i>de novo<i> biosynthesis"
"8199","GRMZM2G141551","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"8200","GRMZM2G141510","xylose degradation I"
"8201","GRMZM2G044049","betanidin degradation"
"8202","GRMZM2G029144","betanidin degradation"
"8203","GRMZM2G156257","betanidin degradation"
"8204","GRMZM2G040209","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8205","GRMZM2G040209","aerobic respiration -- electron donor II"
"8206","GRMZM2G040209","NADNADH phosphorylation and dephosphorylation"
"8207","GRMZM2G048013","aerobic respiration -- electron donor II"
"8208","GRMZM2G340359","threonine biosynthesis from homoserine"
"8209","GRMZM2G340359","methionine biosynthesis II"
"8210","GRMZM2G163826","D-<i>myo<i>-inositol (145)-trisphosphate biosynthesis"
"8211","GRMZM2G163826","3-phosphoinositide biosynthesis"
"8212","GRMZM2G440459","photorespiration"
"8213","GRMZM2G137707","dolichyl-diphosphooligosaccharide biosynthesis"
"8214","GRMZM2G005493","xylose degradation I"
"8215","GRMZM2G158766","adenosine nucleotides <i>de novo<i> biosynthesis"
"8216","GRMZM2G001297","&beta;-alanine biosynthesis II"
"8217","GRMZM2G133475","betanidin degradation"
"8218","GRMZM2G450717","betanidin degradation"
"8219","GRMZM2G473709","aerobic respiration -- electron donor II"
"8220","GRMZM2G005103","homogalacturonan biosynthesis"
"8221","GRMZM2G003563","23-dihydroxybenzoate biosynthesis"
"8222","GRMZM2G387383","chorismate biosynthesis I"
"8223","AC212451.4_FG009","homogalacturonan degradation"
"8224","GRMZM2G442593","homogalacturonan degradation"
"8225","GRMZM2G129238","phospholipases"
"8226","GRMZM2G129238","D-<i>myo<i>-inositol (145)-trisphosphate biosynthesis"
"8227","GRMZM2G129238","phospholipases"
"8228","GRMZM2G076307","xylan biosynthesis"
"8229","GRMZM2G140667","superoxide radicals degradation"
"8230","GRMZM2G140667","ascorbate glutathione cycle"
"8231","GRMZM2G140667","ethanol degradation IV (peroxisomal)"
"8232","GRMZM2G140667","betanidin degradation"
"8233","GRMZM2G077215","valine biosynthesis"
"8234","GRMZM2G077215","isoleucine biosynthesis I (from threonine)"
"8235","GRMZM2G158240","homogalacturonan degradation"
"8236","AC198700.2_FG004","&gamma;-glutamyl cycle"
"8237","AC198700.2_FG004","hypoglycin biosynthesis"
"8238","GRMZM2G148769","pentose phosphate pathway (oxidative branch)"
"8239","GRMZM2G005990","folate transformations II (plants)"
"8240","GRMZM2G005990","tetrahydrofolate biosynthesis (mitochondrial)"
"8241","GRMZM2G005990","pyrimidine deoxyribonucleotides <i>de novo<i> biosynthesis I"
"8242","GRMZM2G005990","folate transformations II (plants)"
"8243","GRMZM2G009188","23-dihydroxybenzoate biosynthesis"
"8244","GRMZM2G152888","sphingolipid biosynthesis (plants)"
"8245","GRMZM2G094978","photorespiration"
"8246","GRMZM2G172101","selenocysteine biosynthesis II (archaea and eukaryotes)"
"8247","GRMZM2G172101","tRNA charging pathway"
"8248","GRMZM2G056335","flavonol glucosylation I"
"8249","GRMZM2G056335","flavonol glucosylation I"
"8250","GRMZM2G056335","flavonol glucosylation I"
"8251","GRMZM2G056335","cytokinins-<i>O<i>-glucoside biosynthesis"
"8252","GRMZM2G056335","cytokinins-<i>O<i>-glucoside biosynthesis"
"8253","GRMZM2G027001","camptothecin biosynthesis"
"8254","GRMZM2G151227","phloridzin biosynthesis"
"8255","GRMZM2G151227","phloridzin biosynthesis"
"8256","GRMZM2G151227","pinobanksin biosynthesis"
"8257","GRMZM2G151227","flavonoid biosynthesis"
"8258","GRMZM2G151227","aromatic polyketides biosynthesis"
"8259","GRMZM2G151227","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8260","GRMZM2G151227","flavonoid biosynthesis"
"8261","GRMZM2G166718","betanidin degradation"
"8262","GRMZM2G065144","betanidin degradation"
"8263","GRMZM2G358619","betanidin degradation"
"8264","GRMZM2G037993","betanidin degradation"
"8265","GRMZM2G455945","ethylene biosynthesis from methionine"
"8266","GRMZM2G064475","ethylene biosynthesis from methionine"
"8267","GRMZM2G064366","glycogen degradation III"
"8268","GRMZM2G301399","ethylene biosynthesis from methionine"
"8269","GRMZM2G139813","ethylene biosynthesis from methionine"
"8270","GRMZM2G139813","methionine biosynthesis II"
"8271","GRMZM2G139813","homocysteine and cysteine interconversion"
"8272","GRMZM2G139813","histidine biosynthesis"
"8273","GRMZM2G139813","phenylalanine biosynthesis I"
"8274","GRMZM2G139813","methionine salvage I"
"8275","GRMZM2G372068","coniferin metabolism"
"8276","GRMZM2G372068","flavonol glucosylation I"
"8277","GRMZM2G372068","flavonol glucosylation I"
"8278","GRMZM2G372068","flavonol glucosylation I"
"8279","GRMZM2G372068","cytokinins-<i>O<i>-glucoside biosynthesis"
"8280","GRMZM2G372068","cytokinins-<i>O<i>-glucoside biosynthesis"
"8281","GRMZM2G372068","monolignol glucosides biosynthesis"
"8282","GRMZM2G331417","adenosine nucleotides <i>de novo<i> biosynthesis"
"8283","(pseudogene)","<i>trans<i>-lycopene biosynthesis II (plants)"
"8284","(pseudogene)","<i>trans<i>-lycopene biosynthesis II (plants)"
"8285","GRMZM2G135195","homogalacturonan biosynthesis"
"8286","GRMZM2G430995","xyloglucan biosynthesis"
"8287","GRMZM2G037104","CDP-diacylglycerol biosynthesis II"
"8288","GRMZM2G037104","CDP-diacylglycerol biosynthesis I"
"8289","GRMZM2G037104","triacylglycerol biosynthesis"
"8290","GRMZM2G379219","glutathione biosynthesis"
"8291","GRMZM2G379252","glutathione biosynthesis"
"8292","GRMZM2G038492","glutathione biosynthesis"
"8293","GRMZM2G437004","glutathione biosynthesis"
"8294","GRMZM2G040039","glutathione biosynthesis"
"8295","GRMZM2G152258","23-dihydroxybenzoate biosynthesis"
"8296","GRMZM2G152258","pyruvate fermentation to ethanol II"
"8297","GRMZM2G152258","acetaldehyde biosynthesis I"
"8298","GRMZM2G152258","ethanol degradation II (cytosol)"
"8299","GRMZM2G152258","valine degradation II"
"8300","GRMZM2G152258","leucine degradation III"
"8301","GRMZM2G152258","phenylethanol biosynthesis"
"8302","GRMZM2G452669","melibiose degradation"
"8303","GRMZM2G452669","stachyose degradation"
"8304","GRMZM2G308463","23-dihydroxybenzoate biosynthesis"
"8305","GRMZM2G308463","tetrapyrrole biosynthesis I"
"8306","GRMZM2G308463","valine degradation II"
"8307","GRMZM2G308463","leucine degradation III"
"8308","GRMZM2G308463","phenylethanol biosynthesis"
"8309","GRMZM2G066840","23-dihydroxybenzoate biosynthesis"
"8310","GRMZM2G066840","tetrapyrrole biosynthesis I"
"8311","GRMZM2G066840","valine degradation II"
"8312","GRMZM2G066840","leucine degradation III"
"8313","GRMZM2G066840","phenylethanol biosynthesis"
"8314","GRMZM2G066950","homogalacturonan degradation"
"8315","GRMZM2G070304","CDP-diacylglycerol biosynthesis II"
"8316","GRMZM2G070304","CDP-diacylglycerol biosynthesis I"
"8317","GRMZM2G070304","triacylglycerol biosynthesis"
"8318","GRMZM2G156127","flavonol glucosylation I"
"8319","GRMZM2G156127","flavonol glucosylation I"
"8320","GRMZM2G156127","flavonol glucosylation I"
"8321","GRMZM2G156127","cytokinins-<i>O<i>-glucoside biosynthesis"
"8322","GRMZM2G156127","cytokinins-<i>O<i>-glucoside biosynthesis"
"8323","AC148152.3_FG005","ethylene biosynthesis from methionine"
"8324","GRMZM2G034153","valine degradation I"
"8325","GRMZM2G034153","&beta;-alanine biosynthesis II"
"8326","GRMZM2G115630","valine degradation I"
"8327","GRMZM2G115630","&beta;-alanine biosynthesis II"
"8328","GRMZM2G000092","valine degradation I"
"8329","GRMZM2G000092","&beta;-alanine biosynthesis II"
"8330","GRMZM2G367206","adenosine nucleotides <i>de novo<i> biosynthesis"
"8331","GRMZM2G176347","arginine biosynthesis II (acetyl cycle)"
"8332","GRMZM2G176347","arginine biosynthesis I"
"8333","GRMZM2G176347","uridine-5-phosphate biosynthesis"
"8334","GRMZM2G037614","valine degradation I"
"8335","GRMZM2G021051","gibberellin biosynthesis III (early C-13 hydroxylation)"
"8336","GRMZM2G021051","gibberellin biosynthesis III (early C-13 hydroxylation)"
"8337","GRMZM5G871297","tRNA charging pathway"
"8338","GRMZM5G871297","tRNA charging pathway"
"8339","GRMZM5G871297","tRNA charging pathway"
"8340","GRMZM5G871297","tRNA charging pathway"
"8341","GRMZM5G877941","glycolate and glyoxylate degradation II"
"8342","GRMZM5G877941","photorespiration"
"8343","GRMZM2G408158","abscisic acid biosynthesis"
"8344","GRMZM2G324466","flavonol glucosylation I"
"8345","GRMZM2G324466","flavonol glucosylation I"
"8346","GRMZM2G324466","flavonol glucosylation I"
"8347","GRMZM5G850015","pyridoxal 5-phosphate salvage pathway (cytosolic)"
"8348","GRMZM5G850015","pyridoxal 5-phosphate biosynthesis II"
"8349","GRMZM5G850015","pyridoxal 5-phosphate salvage pathway (cytosolic)"
"8350","GRMZM5G840582","ethylene biosynthesis from methionine"
"8351","GRMZM5G840582","alanine degradation II (to D-lactate)"
"8352","GRMZM5G840582","alanine biosynthesis II"
"8353","GRMZM5G840582","photorespiration"
"8354","GRMZM2G461569","urea degradation II"
"8355","GRMZM2G048775","betanidin degradation"
"8356","GRMZM2G079888","succinate to cytochrome <i>bd<i> oxidase electron transfer"
"8357","GRMZM2G079888","aerobic respiration -- electron donor II"
"8358","GRMZM2G079888","superpathway of glyoxylate cycle"
"8359","GRMZM2G079888","TCA cycle variation III (eukaryotic)"
"8360","GRMZM2G094664","salvage pathways of pyrimidine ribonucleotides"
"8361","GRMZM2G396357","salvage pathways of pyrimidine ribonucleotides"
"8362","GRMZM2G137648","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8363","GRMZM2G137648","aerobic respiration -- electron donor II"
"8364","GRMZM2G137648","NADNADH phosphorylation and dephosphorylation"
"8365","GRMZM2G471814","PRPP biosynthesis I"
"8366","GRMZM2G374779","&omega;-hydroxylation of caprate and laurate"
"8367","GRMZM2G374779","&omega;-hydroxylation of caprate and laurate"
"8368","GRMZM2G374779","acyl-CoA hydrolysis"
"8369","GRMZM2G085827","acyl carrier protein metabolism"
"8370","GRMZM2G077780","GDP-L-fucose biosynthesis II (from L-fucose)"
"8371","GRMZM2G077780","GDP-L-fucose biosynthesis II (from L-fucose)"
"8372","GRMZM2G077780","colanic acid building blocks biosynthesis"
"8373","GRMZM2G077780","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8374","GRMZM2G077780","galactose degradation III"
"8375","GRMZM2G077780","galactose degradation I (Leloir pathway)"
"8376","GRMZM2G077780","stachyose degradation"
"8377","GRMZM2G126199","23-dihydroxybenzoate biosynthesis"
"8378","GRMZM2G426802","adenosine nucleotides <i>de novo<i> biosynthesis"
"8379","GRMZM2G426802","purine nucleotides <i>de novo<i> biosynthesis II"
"8380","GRMZM2G044247","lysine biosynthesis VI"
"8381","GRMZM2G320099","riboflavin biosynthesis I (plastidic)"
"8382","GRMZM2G087207","mevalonate pathway I"
"8383","GRMZM2G312438","phospholipases"
"8384","GRMZM2G312438","choline biosynthesis III"
"8385","GRMZM2G014382","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8386","GRMZM2G014382","aerobic respiration -- electron donor II"
"8387","GRMZM2G014382","NADNADH phosphorylation and dephosphorylation"
"8388","GRMZM2G341934","betanidin degradation"
"8389","GRMZM2G105436","chlorophyllide <i>a<i> biosynthesis I"
"8390","GRMZM2G105436","heme biosynthesis from uroporphyrinogen-III I"
"8391","GRMZM2G475380","pinobanksin biosynthesis"
"8392","GRMZM2G475380","leucopelargonidin and leucocyanidin biosynthesis"
"8393","GRMZM2G475380","leucodelphinidin biosynthesis"
"8394","GRMZM2G475380","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8395","GRMZM2G119494","homogalacturonan degradation"
"8396","GRMZM2G319022","adenosine nucleotides <i>de novo<i> biosynthesis"
"8397","GRMZM2G180951","aerobic respiration -- electron donor II"
"8398","GRMZM2G057778","aerobic respiration -- electron donor II"
"8399","GRMZM5G826824","lutein biosynthesis"
"8400","GRMZM5G826824","zeaxanthin biosynthesis"
"8401","GRMZM5G826824","zeaxanthin biosynthesis"
"8402","GRMZM5G845611","Calvin-Benson-Bassham cycle"
"8403","GRMZM5G845611","glycolysis IV (plant cytosol)"
"8404","GRMZM5G845611","glycolysis III"
"8405","GRMZM5G845611","gluconeogenesis I"
"8406","GRMZM5G845611","glycolysis I"
"8407","GRMZM5G845611","glycolysis IV (plant cytosol)"
"8408","GRMZM2G137312","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8409","GRMZM2G137312","aerobic respiration -- electron donor II"
"8410","GRMZM2G137312","NADNADH phosphorylation and dephosphorylation"
"8411","GRMZM2G092923","adenosine nucleotides <i>de novo<i> biosynthesis"
"8412","GRMZM2G020548","&beta;-alanine biosynthesis II"
"8413","GRMZM2G090568","superoxide radicals degradation"
"8414","GRMZM2G090568","ethanol degradation IV (peroxisomal)"
"8415","GRMZM2G096020","flavonoid biosynthesis"
"8416","GRMZM2G096020","phenylpropanoid biosynthesis"
"8417","GRMZM2G096020","simplecoumarins biosynthesis"
"8418","GRMZM2G096020","4-hydroxybenzoate biosynthesis V"
"8419","GRMZM2G096020","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8420","GRMZM2G096020","suberin biosynthesis"
"8421","GRMZM2G048740","cysteine biosynthesis I"
"8422","GRMZM2G093286","leucopelargonidin and leucocyanidin biosynthesis"
"8423","GRMZM2G093286","flavonol biosynthesis"
"8424","GRMZM2G093286","leucodelphinidin biosynthesis"
"8425","GRMZM2G093286","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8426","GRMZM2G093286","luteolin biosynthesis"
"8427","GRMZM2G093286","luteolin biosynthesis"
"8428","GRMZM2G093286","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8429","GRMZM2G075701","plant sterol biosynthesis"
"8430","GRMZM2G075701","cyclopropane fatty acid (CFA) biosynthesis"
"8431","GRMZM2G075701","cyclopropane and cyclopropene fatty acid biosynthesis"
"8432","GRMZM2G176397","leucine biosynthesis"
"8433","GRMZM2G176397","glyoxylate cycle"
"8434","GRMZM2G176397","TCA cycle variation III (eukaryotic)"
"8435","GRMZM2G176397","glutamine biosynthesis III"
"8436","GRMZM2G176397","glyoxylate cycle"
"8437","GRMZM2G176397","TCA cycle variation III (eukaryotic)"
"8438","GRMZM2G176397","glutamine biosynthesis III"
"8439","GRMZM2G176397","leucine biosynthesis"
"8440","AC194863.3_FG006","abscisic acid biosynthesis"
"8441","GRMZM2G046932","tetrapyrrole biosynthesis I"
"8442","GRMZM2G046932","tRNA charging pathway"
"8443","GRMZM2G450125","starch degradation"
"8444","GRMZM5G820122","<i>myo<i>-inositol biosynthesis"
"8445","GRMZM5G820122","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza<i>)"
"8446","GRMZM2G107679","tRNA charging pathway"
"8447","GRMZM2G332548","xyloglucan biosynthesis"
"8448","GRMZM2G339563","chlorophyllide <i>a<i> biosynthesis I"
"8449","GRMZM2G339563","chlorophyll <i>a<i> degradation"
"8450","GRMZM2G112728","geranylgeranyldiphosphate biosynthesis"
"8451","GRMZM2G112728","nonaprenyl diphosphate biosynthesis III"
"8452","GRMZM2G112728","geranyl diphosphate biosynthesis"
"8453","GRMZM2G112728","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"8454","GRMZM2G112728","nonaprenyl diphosphate biosynthesis II"
"8455","GRMZM2G112728","nonaprenyl diphosphate biosynthesis III"
"8456","GRMZM2G112728","heptaprenyl diphosphate biosynthesis"
"8457","GRMZM2G112728","hexaprenyl diphosphate biosynthesis"
"8458","GRMZM2G112728","nonaprenyl diphosphate biosynthesis III"
"8459","GRMZM2G122816","betanidin degradation"
