"ID","gene","pathway"
"6062","LOC_Os07g26540","sucrose degradation III"
"6063","LOC_Os08g04770","flavonoid biosynthesis"
"6064","LOC_Os08g04770","phenylpropanoid biosynthesis"
"6065","LOC_Os05g25850","removal of superoxide radicals"
"6066","LOC_Os12g10784","CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)"
"6067","LOC_Os01g51860","xanthophyll cycle"
"6068","LOC_Os01g51860","carotenoid biosynthesis"
"6069","LOC_Os11g07090","homogalacturonan degradation"
"6070","LOC_Os06g14510","sucrose degradation to ethanol and lactate (anaerobic)"
"6071","LOC_Os06g14510","starch biosynthesis"
"6072","LOC_Os06g14510","gluconeogenesis"
"6073","LOC_Os06g14510","sucrose degradation III"
"6074","LOC_Os06g14510","ascorbate biosynthesis"
"6075","LOC_Os06g14510","glycolysis I"
"6076","LOC_Os07g13810","cytokinins-<i>O</i>-glucoside biosynthesis"
"6077","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6078","LOC_Os07g13810","cytokinins-<i>O</i>-glucoside biosynthesis"
"6079","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6080","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6081","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6082","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6083","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6084","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6085","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6086","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6087","LOC_Os07g13810","cytokinins-<i>O</i>-glucoside biosynthesis"
"6088","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6089","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6090","LOC_Os07g13810","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6091","LOC_Os07g13810","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6092","LOC_Os07g13810","cytokinins-<i>O</i>-glucoside biosynthesis"
"6093","LOC_Os03g56280","sucrose degradation to ethanol and lactate (anaerobic)"
"6094","LOC_Os03g56280","mixed acid fermentation"
"6095","LOC_Os03g56280","gluconeogenesis"
"6096","LOC_Os03g56280","reductive TCA cycle I"
"6097","LOC_Os03g56280","TCA cycle"
"6098","LOC_Os03g56280","aspartate degradation II"
"6099","LOC_Os03g56280","TCA cycle variation I"
"6100","LOC_Os12g43590","glycerol degradation IV"
"6101","LOC_Os12g43590","respiration (anaerobic)-- electron donors reaction list"
"6102","LOC_Os12g43590","aerobic respiration -- electron donors reaction list"
"6103","LOC_Os03g25360","betanidin degradation"
"6104","LOC_Os05g46510","homogalacturonan degradation"
"6105","LOC_Os06g45440","photorespiration"
"6106","LOC_Os01g70090","fatty acid &beta;-oxidation I"
"6107","LOC_Os01g70090","fatty acid &beta;-oxidation II (plant saturated)"
"6108","LOC_Os01g70090","fatty acid &beta;-oxidation IV (plant unsaturated even number)"
"6109","LOC_Os01g70090","valine degradation I"
"6110","LOC_Os01g70090","acetyl CoA fermentation to butyrate"
"6111","LOC_Os01g70090","ethanol fermentation to acetate"
"6112","LOC_Os01g70090","glutaryl-CoA degradation"
"6113","LOC_Os01g70090","isoleucine degradation I"
"6114","LOC_Os01g65310","gluconeogenesis"
"6115","LOC_Os01g65310","glycolysis IV (plant cytosol)"
"6116","LOC_Os01g65310","sucrose degradation to ethanol and lactate (anaerobic)"
"6117","LOC_Os01g65310","glycolysis I"
"6118","LOC_Os03g18070","glycolipid desaturation"
"6119","LOC_Os03g18070","glycolipid desaturation"
"6120","LOC_Os03g18070","glycolipid desaturation"
"6121","LOC_Os03g18070","glycolipid desaturation"
"6122","LOC_Os03g18070","glycolipid desaturation"
"6123","LOC_Os03g18070","glycolipid desaturation"
"6124","LOC_Os03g18070","glycolipid desaturation"
"6125","LOC_Os03g18070","glycolipid desaturation"
"6126","LOC_Os03g18070","glycolipid desaturation"
"6127","LOC_Os03g18070","glycolipid desaturation"
"6128","LOC_Os03g18070","glycolipid desaturation"
"6129","LOC_Os03g18070","phospholipid desaturation"
"6130","LOC_Os03g18070","glycolipid desaturation"
"6131","LOC_Os03g18070","glycolipid desaturation"
"6132","LOC_Os03g18070","glycolipid desaturation"
"6133","LOC_Os03g18070","glycolipid desaturation"
"6134","LOC_Os03g18070","phospholipid desaturation"
"6135","LOC_Os03g18070","glycolipid desaturation"
"6136","LOC_Os03g18070","glycolipid desaturation"
"6137","LOC_Os07g10220","anthocyanin biosynthesis (pelargonidin 3-O-glucoside cyanidin 3-O-glucoside)"
"6138","LOC_Os07g10220","anthocyanin biosynthesis (pelargonidin 3-O-glucoside cyanidin 3-O-glucoside)"
"6139","LOC_Os07g10220","anthocyanin biosynthesis (delphinidin 3-O-glucoside)"
"6140","LOC_Os02g44010","gluconeogenesis"
"6141","LOC_Os02g44010","glycolysis IV (plant cytosol)"
"6142","LOC_Os02g44010","sucrose degradation to ethanol and lactate (anaerobic)"
"6143","LOC_Os02g44010","glycolysis I"
"6144","LOC_Os11g43830","homogalacturonan degradation"
"6145","LOC_Os08g44340","branched-chain &alpha;-keto acid dehydrogenase complex"
"6146","LOC_Os08g44340","ascorbate glutathione cycle"
"6147","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6148","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6149","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6150","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6151","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6152","LOC_Os03g11560","cytokinins-<i>O</i>-glucoside biosynthesis"
"6153","LOC_Os03g11560","cytokinins-<i>O</i>-glucoside biosynthesis"
"6154","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6155","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6156","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6157","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6158","LOC_Os03g11560","cytokinins-<i>O</i>-glucoside biosynthesis"
"6159","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6160","LOC_Os03g11560","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6161","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6162","LOC_Os03g11560","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6163","LOC_Os03g11560","cytokinins-<i>O</i>-glucoside biosynthesis"
"6164","LOC_Os03g11560","glycolipid biosynthesis"
"6165","LOC_Os10g39710","secologanin and strictosidine biosynthesis"
"6166","LOC_Os03g02100","tRNA charging pathway"
"6167","LOC_Os03g02100","tRNA charging pathway"
"6168","LOC_Os03g02100","tRNA charging pathway"
"6169","LOC_Os03g02100","tRNA charging pathway"
"6170","LOC_Os03g53890","&beta;-alanine betaine biosynthesis"
"6171","LOC_Os03g53890","&beta;-alanine betaine biosynthesis"
"6172","LOC_Os03g53890","&beta;-alanine betaine biosynthesis"
"6173","LOC_Os10g40360","proline degradation II"
"6174","LOC_Os10g40360","proline degradation I"
"6175","LOC_Os10g40360","citrulline biosynthesis"
"6176","LOC_Os01g62420","glycolysis IV (plant cytosol)"
"6177","LOC_Os01g62420","Calvin cycle"
"6178","LOC_Os01g62420","sucrose degradation to ethanol and lactate (anaerobic)"
"6179","LOC_Os01g62420","glycolysis I"
"6180","LOC_Os08g15149","flavonol biosynthesis"
"6181","LOC_Os08g15149","flavonol biosynthesis"
"6182","LOC_Os09g19790","&gamma;-glutamyl cycle"
"6183","LOC_Os02g47350","enterobactin biosynthesis"
"6184","LOC_Os06g50050","chlorophyllide <i>a</i> biosynthesis"
"6185","LOC_Os02g32280","nicotine degradation II"
"6186","LOC_Os04g59210","betanidin degradation"
"6187","LOC_OsM1g00640","aerobic respiration -- electron donor III"
"6188","LOC_OsM1g00640","aerobic respiration -- electron donor II"
"6189","LOC_Os01g12760","IAA biosynthesis I"
"6190","LOC_Os12g37660","homogalacturonan degradation"
"6191","LOC_Os12g40880","salvage pathways of pyrimidine ribonucleotides"
"6192","LOC_Os12g40880","salvage pathways of purine and pyrimidine nucleotides"
"6193","LOC_Os07g01370","betanidin degradation"
"6194","LOC_Os06g10200","salvage pathways of purine and pyrimidine nucleotides"
"6195","LOC_Os06g10200","purine nucleotides <i>de novo</i> biosynthesis I"
"6196","LOC_Os06g10200","salvage pathways of purine and pyrimidine nucleotides"
"6197","LOC_Os06g10200","de novo biosynthesis of pyrimidine deoxyribonucleotides"
"6198","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6199","LOC_Os06g11710","cytokinins-<i>O</i>-glucoside biosynthesis"
"6200","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6201","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6202","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6203","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6204","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6205","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6206","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6207","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6208","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6209","LOC_Os06g11710","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6210","LOC_Os06g11710","cytokinins-<i>O</i>-glucoside biosynthesis"
"6211","LOC_Os06g11710","cytokinins-<i>O</i>-glucoside biosynthesis"
"6212","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6213","LOC_Os06g11710","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6214","LOC_Os06g11710","cytokinins-<i>O</i>-glucoside biosynthesis"
"6215","LOC_Os03g52000","aerobic respiration -- electron donor II"
"6216","LOC_Os11g11920","salvage pathways of pyrimidine ribonucleotides"
"6217","LOC_Os11g11920","salvage pathways of purine and pyrimidine nucleotides"
"6218","LOC_Os05g32210","phospholipases"
"6219","LOC_Os05g32210","jasmonic acid biosynthesis"
"6220","LOC_Os05g32210","NAD/NADH phosphorylation and dephosphorylation"
"6221","LOC_Os05g32210","ribose degradation"
"6222","LOC_Os12g02730","Calvin cycle"
"6223","LOC_Os02g24574","aerobic respiration -- electron donor III"
"6224","LOC_Os02g24574","aerobic respiration -- electron donor II"
"6225","LOC_Os01g73450","proline biosynthesis II"
"6226","LOC_Os01g73450","proline biosynthesis I"
"6227","LOC_Os01g73450","citrulline biosynthesis"
"6228","LOC_Os03g32060","betanidin degradation"
"6229","LOC_Os06g37300","GA<sub>12</sub> biosynthesis"
"6230","LOC_Os06g37300","GA<sub>12</sub> biosynthesis"
"6231","LOC_Os06g37300","GA<sub>12</sub> biosynthesis"
"6232","LOC_Os02g04840","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"6233","LOC_Os02g04840","galactose degradation II"
"6234","LOC_OsP1g00440","fatty acid biosynthesis - initial steps"
"6235","LOC_OsP1g00440","biotin-carboxyl carrier protein"
"6236","LOC_Os08g44000","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"6237","LOC_Os08g44000","galactose degradation II"
"6238","LOC_Os08g44000","UDP-glucose conversion"
"6239","LOC_Os08g44000","lysine biosynthesis I"
"6240","LOC_Os08g44000","lysine biosynthesis VI"
"6241","LOC_Os08g44000","lysine biosynthesis II"
"6242","LOC_Os08g44000","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"6243","LOC_Os06g39230","proline degradation II"
"6244","LOC_Os06g39230","arginine degradation II"
"6245","LOC_Os06g39230","4-hydroxyproline degradation I"
"6246","LOC_Os06g39230","arginine degradation I (arginase pathway)"
"6247","LOC_Os06g39230","proline degradation I"
"6248","LOC_Os06g39230","ethylene glycol degradation"
"6249","LOC_Os04g47120","acyl-CoA thioesterase pathway"
"6250","LOC_Os09g25610","salvage pathways of purine nucleosides II (plant)"
"6251","LOC_Os09g25610","purine nucleotides <i>de novo</i> biosynthesis I"
"6252","LOC_Os09g25610","purine nucleotides <i>de novo</i> biosynthesis II"
"6253","LOC_Os09g25610","purine nucleotides <i>de novo</i> biosynthesis I"
"6254","LOC_Os06g39040","enterobactin biosynthesis"
"6255","LOC_Os10g37660","trehalose degradation II (high osmolarity)"
"6256","LOC_Os10g37660","trehalose biosynthesis I"
"6257","LOC_Os06g21980","coenzyme A biosynthesis"
"6258","LOC_Os06g02220","methionine salvage pathway"
"6259","LOC_Os01g47670","UDP-glucose conversion"
"6260","LOC_Os05g44760","starch degradation"
"6261","LOC_Os05g44760","sucrose degradation III"
"6262","LOC_Os10g42720","phospholipid biosynthesis I"
"6263","LOC_Os05g24660","<i>cis</i>-zeatin biosynthesis"
"6264","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6265","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6266","LOC_Os01g59100","cytokinins-<i>O</i>-glucoside biosynthesis"
"6267","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6268","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6269","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6270","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6271","LOC_Os01g59100","cytokinins-<i>O</i>-glucoside biosynthesis"
"6272","LOC_Os01g59100","cytokinins-<i>O</i>-glucoside biosynthesis"
"6273","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6274","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6275","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6276","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6277","LOC_Os01g59100","cytokinins-<i>O</i>-glucoside biosynthesis"
"6278","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6279","LOC_Os01g59100","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6280","LOC_Os01g59100","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6281","LOC_Os03g04410","reductive TCA cycle I"
"6282","LOC_Os03g04410","TCA cycle"
"6283","LOC_Os03g04410","TCA cycle variation I"
"6284","LOC_Os03g04410","reductive TCA cycle I"
"6285","LOC_Os03g04410","TCA cycle"
"6286","LOC_Os03g04410","TCA cycle variation I"
"6287","LOC_Os03g04410","leucine biosynthesis"
"6288","LOC_Os03g48480","acyl-CoA thioesterase pathway"
"6289","LOC_Os02g05680","branched-chain &alpha;-keto acid dehydrogenase complex"
"6290","LOC_Os04g45290","sucrose degradation I"
"6291","LOC_Os04g45290","fructan biosynthesis"
"6292","LOC_Os04g45290","fructan degradation"
"6293","LOC_Os04g45290","sucrose degradation III"
"6294","LOC_Os08g09200","leucine biosynthesis"
"6295","LOC_Os08g09200","reductive TCA cycle I"
"6296","LOC_Os08g09200","TCA cycle"
"6297","LOC_Os08g09200","TCA cycle variation I"
"6298","LOC_Os08g09200","reductive TCA cycle I"
"6299","LOC_Os08g09200","TCA cycle"
"6300","LOC_Os08g09200","TCA cycle variation I"
"6301","LOC_Os04g33190","oxidative ethanol degradation III"
"6302","LOC_Os04g33190","glutamate degradation VII (to butyrate)"
"6303","LOC_Os04g33190","oxidative ethanol degradation I"
"6304","LOC_Os08g04800","triacylglycerol degradation"
"6305","LOC_Os12g42884","methionine biosynthesis II"
"6306","LOC_Os12g42884","S-adenosylmethionine biosynthesis"
"6307","LOC_Os12g42884","<i>S</i>-adenosyl-L-methionine cycle"
"6308","LOC_Os01g20840","triacylglycerol degradation"
"6309","LOC_Os04g31960","isoleucine biosynthesis from threonine"
"6310","LOC_Os04g31960","valine biosynthesis"
"6311","LOC_Os07g48920","ethylene glycol degradation"
"6312","LOC_Os07g48920","4-hydroxyproline degradation I"
"6313","LOC_Os07g48920","arginine degradation II"
"6314","LOC_Os07g48920","proline degradation II"
"6315","LOC_Os07g48920","arginine degradation I (arginase pathway)"
"6316","LOC_Os07g48920","proline degradation I"
"6317","LOC_Os07g36610","cellulose biosynthesis"
"6318","LOC_Os01g53200","nicotine degradation II"
"6319","LOC_Os07g45320","aerobic respiration -- electron donor II"
"6320","LOC_Os10g32730","flavin biosynthesis"
"6321","LOC_Os03g22810","removal of superoxide radicals"
"6322","LOC_Os12g08920","betanidin degradation"
"6323","LOC_Os02g48330","mevalonate degradation"
"6324","LOC_Os02g48330","mevalonate pathway"
"6325","LOC_Os07g22650","xylose degradation"
"6326","LOC_Os08g36320","glutamate degradation III"
"6327","LOC_Os03g50030","phospholipases"
"6328","LOC_Os03g50030","jasmonic acid biosynthesis"
"6329","LOC_Os01g55350","mixed acid fermentation"
"6330","LOC_Os01g55350","gluconeogenesis"
"6331","LOC_Os01g55350","reductive TCA cycle I"
"6332","LOC_Os03g30950","stearoyl-ACP desaturation pathway"
"6333","LOC_Os01g22900","sucrose degradation I"
"6334","LOC_Os03g04340","cyclopropane and cyclopropene fatty acid biosynthesis"
"6335","LOC_Os03g04340","cyclopropane fatty acid (CFA) biosynthesis"
"6336","LOC_Os03g04340","sterol biosynthesis"
"6337","LOC_Os08g23320","humulone biosynthesis"
"6338","LOC_Os08g23320","geranylgeranyldiphosphate biosynthesis II (plastidic)"
"6339","LOC_Os08g23320","polyisoprenoid biosynthesis"
"6340","LOC_Os08g23320","geranyldiphosphate biosynthesis"
"6341","LOC_Os08g23320","transtrans-farnesyl diphosphate biosynthesis"
"6342","LOC_Os08g23320","cohumulone biosynthesis"
"6343","LOC_Os08g23320","linear furanocoumarin biosynthesis"
"6344","LOC_Os08g23320","cohumulone biosynthesis"
"6345","LOC_Os08g23320","geranylgeranyldiphosphate biosynthesis II (plastidic)"
"6346","LOC_Os08g23320","polyisoprenoid biosynthesis"
"6347","LOC_Os08g23320","transtrans-farnesyl diphosphate biosynthesis"
"6348","LOC_Os08g23320","humulone biosynthesis"
"6349","LOC_Os04g53860","brassinosteroid biosynthesis II"
"6350","LOC_Os02g21750","salvage pathways of purine and pyrimidine nucleotides"
"6351","LOC_Os02g21750","salvage pathways of pyrimidine ribonucleotides"
"6352","LOC_Os06g23114","IAA biosynthesis I"
"6353","LOC_Os10g22484","salvage pathways of purine and pyrimidine nucleotides"
"6354","LOC_Os10g22484","salvage pathways of pyrimidine ribonucleotides"
"6355","LOC_Os11g02270","UDP-glucose conversion"
"6356","LOC_Os06g07120","polyisoprenoid biosynthesis"
"6357","LOC_Os08g07810","secologanin and strictosidine biosynthesis"
"6358","LOC_Os02g18650","homogalacturonan degradation"
"6359","LOC_Os05g29050","phospholipases"
"6360","LOC_Os05g29050","choline biosynthesis III"
"6361","LOC_Os01g50030","choline biosynthesis I"
"6362","LOC_Os01g50030","choline biosynthesis I"
"6363","LOC_Os01g50030","cyclopropane fatty acid (CFA) biosynthesis"
"6364","LOC_Os01g50030","cyclopropane and cyclopropene fatty acid biosynthesis"
"6365","LOC_Os01g50030","choline biosynthesis I"
"6366","LOC_Os01g71010","triacylglycerol degradation"
"6367","LOC_Os09g27420","folate transformations"
"6368","LOC_Os09g27420","folate polyglutamylation I"
"6369","LOC_Os09g27420","formylTHF biosynthesis II"
"6370","LOC_Os09g27420","tetrahydrofolate biosynthesis II"
"6371","LOC_Os07g39690","ornithine biosynthesis"
"6372","LOC_Os07g39690","arginine biosynthesis II (acetyl cycle)"
"6373","LOC_Os07g39690","ornithine biosynthesis"
"6374","LOC_Os07g39690","arginine biosynthesis II (acetyl cycle)"
"6375","LOC_Os03g61120","tryptophan biosynthesis"
"6376","LOC_Os05g42000","betanidin degradation"
"6377","LOC_Os09g14670","mixed acid fermentation"
"6378","LOC_Os09g14670","gluconeogenesis"
"6379","LOC_Os09g14670","reductive TCA cycle I"
"6380","LOC_Os02g32620","threonine biosynthesis from homoserine"
"6381","LOC_Os02g32620","methionine biosynthesis II"
"6382","LOC_Os01g71810","cellulose biosynthesis"
"6383","LOC_Os03g16230","methionine degradation III"
"6384","LOC_Os03g16230","enterobactin biosynthesis"
"6385","LOC_Os03g16230","phenylalanine degradation III"
"6386","LOC_Os03g16230","ethanol fermentation to acetate"
"6387","LOC_Os03g16230","mixed acid fermentation"
"6388","LOC_Os03g16230","oxidative ethanol degradation I"
"6389","LOC_Os03g16230","sucrose degradation to ethanol and lactate (anaerobic)"
"6390","LOC_Os05g48330","&gamma;-glutamyl cycle"
"6391","LOC_Os01g50330","secologanin and strictosidine biosynthesis"
"6392","LOC_Os06g13660","tRNA charging pathway"
"6393","LOC_Os07g42440","de novo biosynthesis of pyrimidine ribonucleotides"
"6394","LOC_Os07g42440","salvage pathways of purine nucleosides"
"6395","LOC_Os07g42440","purine nucleotides <i>de novo</i> biosynthesis II"
"6396","LOC_Os07g42440","salvage pathways of purine nucleosides II (plant)"
"6397","LOC_Os07g42440","purine nucleotides <i>de novo</i> biosynthesis I"
"6398","LOC_Os07g42440","ureide biosynthesis"
"6399","LOC_Os07g42440","purine degradation"
"6400","LOC_Os07g42440","glutamine degradation III"
"6401","LOC_Os07g42440","glutamate biosynthesis I"
"6402","LOC_Os03g02180","phenylpropanoid biosynthesis"
"6403","LOC_Os03g02180","free phenylpropanoid acid biosynthesis"
"6404","LOC_Os07g44590","betanidin degradation"
"6405","LOC_Os12g07020","folate transformations"
"6406","LOC_Os12g07020","formylTHF biosynthesis II"
"6407","LOC_Os01g73760","<i>cis</i>-zeatin biosynthesis"
"6408","LOC_Os05g33210","aerobic respiration -- electron donor II"
"6409","LOC_Os01g11750","triacylglycerol degradation"
"6410","LOC_Os02g32200","acyl-CoA thioesterase pathway"
"6411","LOC_Os04g04750","betanidin degradation"
"6412","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6413","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6414","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6415","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6416","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6417","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6418","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6419","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6420","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6421","LOC_Os09g34250","cytokinins-<i>O</i>-glucoside biosynthesis"
"6422","LOC_Os09g34250","cytokinins-<i>O</i>-glucoside biosynthesis"
"6423","LOC_Os09g34250","cytokinins-<i>O</i>-glucoside biosynthesis"
"6424","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6425","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6426","LOC_Os09g34250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6427","LOC_Os09g34250","cytokinins-<i>O</i>-glucoside biosynthesis"
"6428","LOC_Os09g34250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"6429","LOC_Os01g16450","betanidin degradation"
"6430","LOC_Os02g56690","brassinosteroid biosynthesis II"
"6431","LOC_Os01g47330","jasmonic acid biosynthesis"
"6432","LOC_Os01g47330","phospholipases"
"6433","LOC_Os05g48300","&gamma;-glutamyl cycle"
"6434","LOC_Os01g16610","proline biosynthesis II"
"6435","LOC_Os01g16610","proline biosynthesis I"
"6436","LOC_Os01g16610","citrulline biosynthesis"
"6437","LOC_Os08g02350","betanidin degradation"
"6438","LOC_Os08g27030","phospholipid biosynthesis II"
"6439","LOC_Os08g27030","triacylglycerol biosynthesis"
"6440","LOC_Os01g46610","TCA cycle"
"6441","LOC_Os01g46610","TCA cycle variation I"
"6442","LOC_Os10g18220","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"6443","LOC_Os10g18220","galactose degradation II"
"6444","LOC_Os10g18220","mevalonate pathway"
"6445","LOC_Os11g10980","mixed acid fermentation"
"6446","LOC_Os11g10980","glycolysis IV (plant cytosol)"
"6447","LOC_Os11g10980","sucrose degradation to ethanol and lactate (anaerobic)"
"6448","LOC_Os11g10980","glycolysis I"
"6449","LOC_Os05g03810","trehalose biosynthesis I"
"6450","LOC_Os07g48020","betanidin degradation"
"6451","LOC_Os01g71990","pentose phosphate pathway (oxidative branch)"
"6452","LOC_Os01g71990","threonine biosynthesis from homoserine"
"6453","LOC_Os01g71990","methionine biosynthesis II"
"6454","LOC_Os01g71990","arginine degradation VI (arginase 2 pathway)"
"6455","LOC_Os01g71990","proline biosynthesis II"
"6456","LOC_Os01g71990","proline biosynthesis V (from arginine)"
"6457","LOC_Os01g71990","proline biosynthesis I"
"6458","LOC_Os07g09720","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"6459","LOC_Os01g20970","homogalacturonan degradation"
"6460","LOC_Os02g09170","sucrose biosynthesis"
"6461","LOC_Os05g35290","phenylpropanoid biosynthesis initial reactions"
"6462","LOC_Os05g35290","suberin biosynthesis"
"6463","LOC_Os05g35290","salicylate biosynthesis"
"6464","LOC_Os04g51300","betanidin degradation"
"6465","LOC_Os02g46680","salvage pathways of pyrimidine ribonucleotides"
"6466","LOC_Os02g46680","salvage pathways of purine and pyrimidine nucleotides"
"6467","LOC_Os11g25230","calystegine biosynthesis"
"6468","LOC_Os01g56130","cellulose biosynthesis"
"6469","LOC_Os05g11970","triacylglycerol degradation"
"6470","LOC_Os01g18950","betanidin degradation"
"6471","LOC_Os05g48750","CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)"
"6472","LOC_Os01g16714","nicotine degradation II"
"6473","LOC_Os06g51350","<i>cis</i>-zeatin biosynthesis"
"6474","LOC_Os03g20700","chlorophyllide <i>a</i> biosynthesis"
"6475","LOC_Os07g46990","removal of superoxide radicals"
"6476","LOC_Os04g41140","fatty acid &beta;-oxidation I"
"6477","LOC_Os12g19394","Calvin cycle"
"6478","LOC_Os01g69080","stearoyl-ACP desaturation pathway"
"6479","LOC_Os05g50960","homogalacturonan degradation"
"6480","LOC_Os04g52210","<i>ent</i>-kaurene biosynthesis"
"6481","LOC_OsP1g00420","Calvin cycle"
"6482","LOC_Os02g03260","leucine biosynthesis"
"6483","LOC_Os02g03260","reductive TCA cycle I"
"6484","LOC_Os02g03260","TCA cycle"
"6485","LOC_Os02g03260","TCA cycle variation I"
"6486","LOC_Os02g03260","reductive TCA cycle I"
"6487","LOC_Os02g03260","TCA cycle"
"6488","LOC_Os02g03260","TCA cycle variation I"
"6489","LOC_Os01g05490","glycolysis IV (plant cytosol)"
"6490","LOC_Os01g05490","Calvin cycle"
"6491","LOC_Os01g05490","sucrose degradation to ethanol and lactate (anaerobic)"
"6492","LOC_Os01g05490","glycolysis I"
"6493","LOC_Os02g36840","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"6494","LOC_Os02g36840","cytokinins 9-<i>N</i>-glucoside biosynthesis"
